"GeneID","Female1","Female2","Female3","Female4","Labium1","Labium2","Labium3","Labium4","Male1","Male2","Male3","Male4"
"gene2",62.7433489479876,188.67268660398,20.6857076880883,37.0018619381636,101.837173008946,97.0569866487324,100.556833943142,105.08829849584,0,0,76.209696311322,8.70787932697008
"gene3",45.2082680668653,0,5.14263107660453,4.07461286199403,0.941994558972302,6.01345068396258,0.795123657459978,0.365265713103459,0,0,0,0
"gene4",96.9547404649843,121.184424541855,68.5857397072364,119.962304739243,77.4611685721067,71.7947622728336,78.5320480782645,72.1524615037033,0,232.255641560045,84.5357509995124,158.628685213529
"gene6",0,0,0,0,0,0,0,0,0,0,0,0
"gene7",0,0,0,0.324631720122766,0,0.13019087210987,0,1.33381301937027,0,0,0,0
"gene8",37.3326933534025,19.1614681517533,84.9404591421777,8.59319259148497,10.5112601222392,13.2743634308103,16.755895214593,25.3210492982057,0,0,0.0967570395788543,33.9259029420262
"gene10",23.0896265238501,6.21007013454873,0,0,47.1262008636213,53.9407022198704,56.5833610664577,64.9074784827246,0,0,0,32.0639681405038
"gene11",0,0,0,0,0,0.398230902924308,4.50791806391057,2.28721590843886,0,0,0,0
"gene12",3.09399686483847,0,0,0,95.4389571411441,83.5573769528682,105.789495076579,113.588087344768,0,0,0,0
"gene13",184.330352572028,245.624708552465,260.401505323676,244.303404487943,85.5634092717144,97.0355966792231,121.81471126433,121.201837598535,588.568268706661,0,176.768660841262,0
"gene14",0,0,0,0,0,2.74086046547095,1.73653862211795,2.87184621395513,0,0,62.8513359201169,0
"gene15",347.597100052459,378.735832508941,432.997041267075,384.529600145417,309.952279332338,314.207810934869,285.689479720957,284.38473488168,179.952964938938,566.459362221234,428.445460933868,558.539850074765
"gene16",261.537911237812,156.519763935396,0,303.463723939503,196.675700511439,188.150416720982,159.483468355845,170.633061990668,0,0,211.187700057277,480.879387229355
"gene17",0.237539114139211,0,0.277416376410166,0,3.48448273052231,5.28900417946347,1.50123763882097,0,0,0,0,0
"gene19",24.8613725550079,68.9605163840019,56.3807212190405,10.1389497745288,68.5458424867256,55.7182248097235,64.4815949255708,85.1905140993867,0,37.7503703363636,5.37125853205392,1.01508626757412
"gene20",0.283628793002043,0.349516566053027,0,0,1.04014409866338,1.76826408388032,1.53644790327092,3.52908465097969,0,0,0,0
"gene21",0.436853543244527,150.464872969931,48.2130530036979,48.0231061836781,48.8628612785887,42.6038405628506,55.4151430553288,36.2373443089102,227.487546070782,0,17.1066445975414,2.04378480310421
"gene22",116.276052556542,123.557002645873,5.21113635245616,165.835692938404,72.6736039100647,88.3643571198758,99.5295672146496,116.700265180463,0,0,9.21490523900713,0.491185850469797
"gene23",193.900706745311,301.7268971177,126.78304985261,35.8049691311873,130.865188521878,137.083330045098,117.226571926033,134.272888179922,128.874865090766,0,224.089303664627,0
"gene24",142.523468483527,138.18928350377,108.109688151171,101.931280955891,58.7829403726323,67.8827203087776,59.0498428587727,64.8258101493645,0,65.190538809101,15.9940173066444,94.4461204946695
"gene28",0,0,0,0,0.282831390464473,1.64852078320939,0,1.79127781526999,0,0,0,0
"gene29",0,0.243933436724508,137.089926009357,0,0,10.9306086375578,0.536156299578917,2.13460606319674,0,0,0,0
"gene31",0.139115147372891,0,0,0,66.4500550000776,65.2955830764801,53.2545290826262,67.3919103091914,0,0,26.298648356396,0
"gene32",229.021775385216,193.591795201283,265.700784418343,249.261546855219,131.535752476888,101.144303033564,144.228180667603,102.680897235477,380.999179490136,107.039714315104,166.636438410314,386.079906132216
"gene34",197.54240954502,213.350161574701,280.267295693432,263.137747052079,142.202704318746,136.468850923073,120.709339225356,101.557663961394,0,0,204.366930023988,80.8223990318484
"gene35",20.7428522206072,151.719726278229,0,0,47.8502910177359,39.3323127712212,44.1007435146601,32.7475859749359,0,2.20004653562815,0,0
